ZVG-Nr.;CAS-Nr.;"verwandte
CAS-Nr.";INDEX-Nr.;EG-Nr.;"verwandte
EG-Nr.";Name;Formel;"Molmasse
[g/mol]";Linksyntax;Hyperlink
14550;97-39-2;;;202-577-6;;N,N'-Di-o-tolylguanidin;C15H17N3;239,35;https://gestis.dguv.de/data?name=014550;https://gestis.dguv.de/data?name=014550
14560;91-53-2;;613-014-00-2;202-075-7;;Ethoxychin;C14H19NO;217,31;https://gestis.dguv.de/data?name=014560;https://gestis.dguv.de/data?name=014560
14590;110-21-4;;;203-747-2;;1,1-Hydrazodiformamid;C2H6N4O2;118,10;https://gestis.dguv.de/data?name=014590;https://gestis.dguv.de/data?name=014590
14600;;;016-029-00-7;;;Toluol-4-sulfonsäure (mit mehr als 5 Prozent Schwefelsäure);C7H8O3S;172,20;https://gestis.dguv.de/data?name=014600;https://gestis.dguv.de/data?name=014600
14630;141-43-5;;603-030-00-8;205-483-3;;2-Aminoethanol;C2H7NO;61,08;https://gestis.dguv.de/data?name=014630;https://gestis.dguv.de/data?name=014630
14640;110-16-7;;607-095-00-3;203-742-5;;Maleinsäure;C4H4O4;116,07;https://gestis.dguv.de/data?name=014640;https://gestis.dguv.de/data?name=014640
14660;105-83-9;;612-102-00-8;203-336-8;;N,N-Bis(3-aminopropyl)methylamin;C7H19N3;145,25;https://gestis.dguv.de/data?name=014660;https://gestis.dguv.de/data?name=014660
14670;124-09-4;;612-104-00-9;204-679-6;;Hexamethylendiamin;C6H16N2;116,21;https://gestis.dguv.de/data?name=014670;https://gestis.dguv.de/data?name=014670
14690;103-33-3;;611-001-00-6;203-102-5;;Azobenzol;C12H10N2;182,22;https://gestis.dguv.de/data?name=014690;https://gestis.dguv.de/data?name=014690
14700;149-44-0;;;205-739-4;;Natriumhydroxymethansulfinat;CH3NaO3S;118,08;https://gestis.dguv.de/data?name=014700;https://gestis.dguv.de/data?name=014700
14710;612-22-6;;;210-299-1;;1-Ethyl-2-nitrobenzol;C8H9NO2;151,17;https://gestis.dguv.de/data?name=014710;https://gestis.dguv.de/data?name=014710
14790;2492-26-4;;;219-660-8;;Natrium-2-mercaptobenzothiazol, wässrige Lösung;C7H4NNaS2;189,22;https://gestis.dguv.de/data?name=014790;https://gestis.dguv.de/data?name=014790
14800;149-30-4;;613-108-00-3;205-736-8;;Benzothiazol-2-thiol;C7H5NS2;167,25;https://gestis.dguv.de/data?name=014800;https://gestis.dguv.de/data?name=014800
14810;155-04-4;;;205-840-3;;Zinkbis(2-mercaptobenzothiazol);C14H8N2S4Zn;397,85;https://gestis.dguv.de/data?name=014810;https://gestis.dguv.de/data?name=014810
14820;120-78-5;;613-135-00-0;204-424-9;;Di(benzothiazol-2-yl)disulfid;C14H8N2S4;332,47;https://gestis.dguv.de/data?name=014820;https://gestis.dguv.de/data?name=014820
14850;4998-76-9;;;225-661-4;;Cyclohexylammoniumchlorid;C6H14ClN;135,63;https://gestis.dguv.de/data?name=014850;https://gestis.dguv.de/data?name=014850
14890;78-96-6;;603-082-00-1;201-162-7;;1-Aminopropan-2-ol;C3H9NO;75,11;https://gestis.dguv.de/data?name=014890;https://gestis.dguv.de/data?name=014890
14900;95-33-0;;613-136-00-6;202-411-2;;N-Cyclohexylbenzothiazol-2-sulfenamid;C13H16N2S2;264,43;https://gestis.dguv.de/data?name=014900;https://gestis.dguv.de/data?name=014900
14910;101-83-7;;612-066-00-3;202-980-7;;Dicyclohexylamin;C12H23N;181,32;https://gestis.dguv.de/data?name=014910;https://gestis.dguv.de/data?name=014910
14920;4979-32-2;;;225-625-8;;N,N-Dicyclohexylbenzothiazol-2-sulfenamid;C19H26N2S2;346,59;https://gestis.dguv.de/data?name=014920;https://gestis.dguv.de/data?name=014920
14930;98-09-9;;;202-636-6;;Benzolsulfonylchlorid;C6H5ClO2S;176,62;https://gestis.dguv.de/data?name=014930;https://gestis.dguv.de/data?name=014930
14940;515-42-4;;;208-198-2;;Natriumbenzolsulfonat;C6H5NaO3S;180,16;https://gestis.dguv.de/data?name=014940;https://gestis.dguv.de/data?name=014940
14950;80-17-1;;;201-255-2;;Benzolsulfonhydrazid;C6H8N2O2S;172,21;https://gestis.dguv.de/data?name=014950;https://gestis.dguv.de/data?name=014950
14980;831-59-4;;;212-606-4;;Dinatriumbenzol-1,3-disulfonat;C6H4Na2O6S2;282,20;https://gestis.dguv.de/data?name=014980;https://gestis.dguv.de/data?name=014980
15000;583-39-1;;;209-502-6;;2-Benzimidazolthiol;C7H6N2S;150,20;https://gestis.dguv.de/data?name=015000;https://gestis.dguv.de/data?name=015000
15010;95-16-9;;;202-396-2;;Benzothiazol;C7H5NS;135,19;https://gestis.dguv.de/data?name=015010;https://gestis.dguv.de/data?name=015010
15020;88-74-4;;612-012-00-9;201-855-4;;o-Nitroanilin;C6H6N2O2;138,13;https://gestis.dguv.de/data?name=015020;https://gestis.dguv.de/data?name=015020
15030;95-54-5;;612-145-00-2;202-430-6;;o-Phenylendiamin;C6H8N2;108,14;https://gestis.dguv.de/data?name=015030;https://gestis.dguv.de/data?name=015030
15040;102-08-9;;;203-004-2;;N,N'-Diphenylthioharnstoff;C13H12N2S;228,32;https://gestis.dguv.de/data?name=015040;https://gestis.dguv.de/data?name=015040
15080;96-45-7;;613-039-00-9;202-506-9;;Imidazolidin-2-thion;C3H4N2S;102,2;https://gestis.dguv.de/data?name=015080;https://gestis.dguv.de/data?name=015080
15090;25637-99-4;;602-109-00-4;247-148-4;;Hexabromcyclododecan, Isomere;C12H18Br6;641,73;https://gestis.dguv.de/data?name=015090;https://gestis.dguv.de/data?name=015090
15100;86-57-7;;;201-684-5;;1-Nitronaphthalin;C10H7NO2;173,17;https://gestis.dguv.de/data?name=015100;https://gestis.dguv.de/data?name=015100
15110;148-18-5;20624-25-3;;205-710-6;;Natriumdiethyldithiocarbamat;C5H10NNaS2;171,27;https://gestis.dguv.de/data?name=015110;https://gestis.dguv.de/data?name=015110
15120;97-77-8;;006-079-00-8;202-607-8;;Disulfiram;C10H20N2S4;296,55;https://gestis.dguv.de/data?name=015120;https://gestis.dguv.de/data?name=015120
15130;14324-55-1;;006-082-00-4;238-270-9;;Zinkbis(diethyldithiocarbamat);C10H20N2S4Zn;361,94;https://gestis.dguv.de/data?name=015130;https://gestis.dguv.de/data?name=015130
15140;110-89-4;;613-027-00-3;203-813-0;;Piperidin;C5H11N;85,15;https://gestis.dguv.de/data?name=015140;https://gestis.dguv.de/data?name=015140
15170;100-61-8;;612-015-00-5;202-870-9;;N-Methylanilin;C7H9N;107,16;https://gestis.dguv.de/data?name=015170;https://gestis.dguv.de/data?name=015170
15200;589-16-2;;;209-637-0;;4-Ethylanilin;C8H11N;121,18;https://gestis.dguv.de/data?name=015200;https://gestis.dguv.de/data?name=015200
15210;14634-93-6;;;238-677-1;;Zinkbis(N-ethyl-N-phenyldithiocarbamat);C18H20N2S4Zn;458,02;https://gestis.dguv.de/data?name=015210;https://gestis.dguv.de/data?name=015210
15260;139-66-2;;;205-371-4;;Diphenylsulfid;C12H10S;186,28;https://gestis.dguv.de/data?name=015260;https://gestis.dguv.de/data?name=015260
15270;945-51-7;;;213-415-9;;Diphenylsulfoxid;C12H10OS;202,28;https://gestis.dguv.de/data?name=015270;https://gestis.dguv.de/data?name=015270
15280;95-73-8;;;202-445-8;;2,4-Dichlortoluol;C7H6Cl2;161,03;https://gestis.dguv.de/data?name=015280;https://gestis.dguv.de/data?name=015280
15290;122-66-7;;007-021-00-4;204-563-5;;Hydrazobenzol;C12H12N2;184,24;https://gestis.dguv.de/data?name=015290;https://gestis.dguv.de/data?name=015290
15300;531-85-1;;612-070-00-5;208-519-6;;Benzidindihydrochlorid;C12H13ClN2;257,16;https://gestis.dguv.de/data?name=015300;https://gestis.dguv.de/data?name=015300
15310;92-87-5;;612-042-00-2;202-199-1;;Benzidin;C12H12N2;184,24;https://gestis.dguv.de/data?name=015310;https://gestis.dguv.de/data?name=015310
15320;88-73-3;;;201-854-9;;2-Chlor-1-nitrobenzol;C6H4NO2Cl;157,56;https://gestis.dguv.de/data?name=015320;https://gestis.dguv.de/data?name=015320
15340;612-83-9;;612-069-00-X;210-323-0;;3,3'-Dichlorbenzidindihydrochlorid;C12H12Cl4N2;326,05;https://gestis.dguv.de/data?name=015340;https://gestis.dguv.de/data?name=015340
15380;117-61-3;;;204-200-0;;Benzidin-2,2'-disulfonsäure;C12H12N2O6S2;344,36;https://gestis.dguv.de/data?name=015380;https://gestis.dguv.de/data?name=015380
15410;110-49-6;;607-036-00-1;203-772-9;;2-Methoxyethylacetat;C5H10O3;118,13;https://gestis.dguv.de/data?name=015410;https://gestis.dguv.de/data?name=015410
15420;101-87-1;;;202-984-9;;N-Cyclohexyl-N'-phenyl-p-phenylendiamin;C18H22N2;266,39;https://gestis.dguv.de/data?name=015420;https://gestis.dguv.de/data?name=015420
15430;106-46-7;;602-035-00-2;203-400-5;;1,4-Dichlorbenzol;C6H4Cl2;147,00;https://gestis.dguv.de/data?name=015430;https://gestis.dguv.de/data?name=015430
15440;120-82-1;;602-087-00-6;204-428-0;;1,2,4-Trichlorbenzol;C6H3Cl3;181,45;https://gestis.dguv.de/data?name=015440;https://gestis.dguv.de/data?name=015440
15450;634-66-2;;;211-214-0;;1,2,3,4-Tetrachlorbenzol;C6H2Cl4;215,89;https://gestis.dguv.de/data?name=015450;https://gestis.dguv.de/data?name=015450
15460;95-94-3;;;202-466-2;;1,2,4,5-Tetrachlorbenzol;C6H2Cl4;215,89;https://gestis.dguv.de/data?name=015460;https://gestis.dguv.de/data?name=015460
15470;92-88-6;;;202-200-5;;Biphenyl-4,4'-diol;C12H10O2;186,21;https://gestis.dguv.de/data?name=015470;https://gestis.dguv.de/data?name=015470
15480;93-46-9;;;202-249-2;;N,N'-Di-2-naphthyl-p-phenylendiamin;C26H20N2;360,46;https://gestis.dguv.de/data?name=015480;https://gestis.dguv.de/data?name=015480
15490;92-94-4;;;202-205-2;;1,4-Diphenylbenzol;C18H14;230,31;https://gestis.dguv.de/data?name=015490;https://gestis.dguv.de/data?name=015490
15510;91-20-3;;601-052-00-2;202-049-5;;Naphthalin;C10H8;128,17;https://gestis.dguv.de/data?name=015510;https://gestis.dguv.de/data?name=015510
15520;102-77-2;;613-113-00-0;203-052-4;;2-(Morpholinothio)benzothiazol;C11H12N2OS2;252,37;https://gestis.dguv.de/data?name=015520;https://gestis.dguv.de/data?name=015520
15550;121-73-3;;;204-496-1;;1-Chlor-3-nitrobenzol;C6H4ClNO2;157,56;https://gestis.dguv.de/data?name=015550;https://gestis.dguv.de/data?name=015550
15570;88-72-2;;609-065-00-5;201-853-3;;2-Nitrotoluol;C7H7NO2;137,14;https://gestis.dguv.de/data?name=015570;https://gestis.dguv.de/data?name=015570
15580;99-08-1;;;202-728-6;;3-Nitrotoluol;C7H7NO2;137,14;https://gestis.dguv.de/data?name=015580;https://gestis.dguv.de/data?name=015580
15590;99-99-0;;609-006-00-3;202-808-0;;4-Nitrotoluol;C7H7NO2;137,14;https://gestis.dguv.de/data?name=015590;https://gestis.dguv.de/data?name=015590
15600;25321-14-6;;609-007-00-9;246-836-1;;Dinitrotoluol, Isomere;C7H6N2O4;182,14;https://gestis.dguv.de/data?name=015600;https://gestis.dguv.de/data?name=015600
15610;103-11-7;;607-107-00-7;203-080-7;;2-Ethylhexylacrylat;C11H20O2;184,28;https://gestis.dguv.de/data?name=015610;https://gestis.dguv.de/data?name=015610
15630;95-31-8;;;202-409-1;;N-tert-Butylbenzothiazol-2-sulfenamid;C11H14N2S2;238,36;https://gestis.dguv.de/data?name=015630;https://gestis.dguv.de/data?name=015630
15670;80-51-3;;;201-286-1;;4,4'-Oxybis(benzolsulfonhydrazid);C12H14N4O5S2;358,39;https://gestis.dguv.de/data?name=015670;https://gestis.dguv.de/data?name=015670
15680;142-29-0;;;205-532-9;;Cyclopenten;C5H8;68,12;https://gestis.dguv.de/data?name=015680;https://gestis.dguv.de/data?name=015680
15690;78-83-1;;603-108-00-1;201-148-0;;2-Methyl-1-propanol;C4H10O;74,12;https://gestis.dguv.de/data?name=015690;https://gestis.dguv.de/data?name=015690
15700;124-41-4;;603-040-00-2;204-699-5;;Natriummethanolat;CH3NaO;54,02;https://gestis.dguv.de/data?name=015700;https://gestis.dguv.de/data?name=015700
15740;25168-05-2;;602-040-00-X;246-698-2;;Chlortoluol, Isomere;C7H7Cl;126,59;https://gestis.dguv.de/data?name=015740;https://gestis.dguv.de/data?name=015740
15750;634-90-2;;;211-217-7;;1,2,3,5-Tetrachlorbenzol;C6H2Cl4;215,89;https://gestis.dguv.de/data?name=015750;https://gestis.dguv.de/data?name=015750
15760;87-61-6;;;201-757-1;;1,2,3-Trichlorbenzol;C6H3Cl3;181,45;https://gestis.dguv.de/data?name=015760;https://gestis.dguv.de/data?name=015760
15780;118-91-2;;;204-285-4;;2-Chlorbenzoesäure;C7H5ClO2;156,57;https://gestis.dguv.de/data?name=015780;https://gestis.dguv.de/data?name=015780
15800;110-63-4;;;203-786-5;;1,4-Butandiol;C4H10O2;90,12;https://gestis.dguv.de/data?name=015800;https://gestis.dguv.de/data?name=015800
15810;7012-37-5;;602-039-00-4;230-293-2;;2,4,4'-Trichlorbiphenyl;C12H7Cl3;257,54;https://gestis.dguv.de/data?name=015810;https://gestis.dguv.de/data?name=015810
15850;1335-88-2;;;215-642-9;;Tetrachlornaphthalin, Isomere;C10H4Cl4;265,95;https://gestis.dguv.de/data?name=015850;https://gestis.dguv.de/data?name=015850
15870;926-57-8;;;213-138-3;;1,3-Dichlor-2-buten;C4H6Cl2;125,00;https://gestis.dguv.de/data?name=015870;https://gestis.dguv.de/data?name=015870
15880;2431-50-7;;602-076-00-6;219-397-9;;2,3,4-Trichlor-1-buten;C4H5Cl3;159,44;https://gestis.dguv.de/data?name=015880;https://gestis.dguv.de/data?name=015880
15890;98-95-3;;609-003-00-7;202-716-0;;Nitrobenzol;C6H5NO2;123,11;https://gestis.dguv.de/data?name=015890;https://gestis.dguv.de/data?name=015890
15910;542-76-7;;;208-827-0;;3-Chlorpropionitril;C3H4ClN;89,52;https://gestis.dguv.de/data?name=015910;https://gestis.dguv.de/data?name=015910
15920;86-52-2;;;201-678-2;;1-(Chlormethyl)naphthalin;C11H9Cl;176,65;https://gestis.dguv.de/data?name=015920;https://gestis.dguv.de/data?name=015920
15930;102-47-6;;;203-033-0;;alpha,3,4-Trichlortoluol;C7H5Cl3;195,48;https://gestis.dguv.de/data?name=015930;https://gestis.dguv.de/data?name=015930
15940;3290-01-5;;;221-947-8;;alpha,2,3-Trichlortoluol;C7H5Cl3;195,48;https://gestis.dguv.de/data?name=015940;https://gestis.dguv.de/data?name=015940
15950;88-66-4;;;201-849-1;;alpha,alpha,2-Trichlortoluol;C7H5Cl3;195,48;https://gestis.dguv.de/data?name=015950;https://gestis.dguv.de/data?name=015950
15960;89-98-5;;605-011-00-X;201-956-3;;2-Chlorbenzaldehyd;C7H5ClO;140,57;https://gestis.dguv.de/data?name=015960;https://gestis.dguv.de/data?name=015960
15970;2136-89-2;;;218-377-7;;alpha,alpha,alpha,2-Tetrachlortoluol;C7H4Cl4;229,92;https://gestis.dguv.de/data?name=015970;https://gestis.dguv.de/data?name=015970
15980;17264-74-3;;;241-297-9;;Natrium-2-chlorbenzoat;C7H4ClNaO2;178,55;https://gestis.dguv.de/data?name=015980;https://gestis.dguv.de/data?name=015980
15990;608-93-5;;602-074-00-5;210-172-0;;Pentachlorbenzol;C6HCl5;250,34;https://gestis.dguv.de/data?name=015990;https://gestis.dguv.de/data?name=015990
16000;106-43-4;;602-040-00-X;203-397-0;;4-Chlortoluol;C7H7Cl;126,59;https://gestis.dguv.de/data?name=016000;https://gestis.dguv.de/data?name=016000
16010;13940-94-8;;;237-721-7;;alpha,alpha,4-Trichlortoluol;C7H5Cl3;195,48;https://gestis.dguv.de/data?name=016010;https://gestis.dguv.de/data?name=016010
16020;104-88-1;;;203-247-4;;4-Chlorbenzaldehyd;C7H5ClO;140,57;https://gestis.dguv.de/data?name=016020;https://gestis.dguv.de/data?name=016020
16030;5216-25-1;;602-093-00-9;226-009-1;;alpha,alpha,alpha,4-Tetrachlortoluol;C7H4Cl4;229,92;https://gestis.dguv.de/data?name=016030;https://gestis.dguv.de/data?name=016030
16040;74-11-3;;;200-805-9;;4-Chlorbenzoesäure;C7H5ClO2;156,57;https://gestis.dguv.de/data?name=016040;https://gestis.dguv.de/data?name=016040
16050;3686-66-6;;;;;Natrium-4-chlorbenzoat;C7H4ClNaO2;178,55;https://gestis.dguv.de/data?name=016050;https://gestis.dguv.de/data?name=016050
16060;74-89-5;;612-001-00-9;200-820-0;;Methylamin;CH5N;31,06;https://gestis.dguv.de/data?name=016060;https://gestis.dguv.de/data?name=016060
16070;3209-22-1;;;221-717-7;;1,2-Dichlor-3-nitrobenzol;C6H3Cl2NO2;192,00;https://gestis.dguv.de/data?name=016070;https://gestis.dguv.de/data?name=016070
16080;121-87-9;;610-009-00-7;204-502-2;;2-Chlor-4-nitroanilin;C6H5ClN2O2;172,57;https://gestis.dguv.de/data?name=016080;https://gestis.dguv.de/data?name=016080
16090;108-93-0;;603-009-00-3;203-630-6;;Cyclohexanol;C6H12O;100,16;https://gestis.dguv.de/data?name=016090;https://gestis.dguv.de/data?name=016090
16100;74-93-1;;016-021-00-3;200-822-1;;Methanthiol;CH4S;48,11;https://gestis.dguv.de/data?name=016100;https://gestis.dguv.de/data?name=016100
16110;2738-18-3;;;220-362-5;;2,6-Dimethyl-3-hepten;C9H18;126,24;https://gestis.dguv.de/data?name=016110;https://gestis.dguv.de/data?name=016110
16120;75-74-1;;082-002-00-1;200-897-0;;Tetramethylblei;C4H12Pb;267,33;https://gestis.dguv.de/data?name=016120;https://gestis.dguv.de/data?name=016120
16130;25567-40-2;;;247-108-6;;tert-Butyl-p-kresol, Isomere;C11H16O;164,25;https://gestis.dguv.de/data?name=016130;https://gestis.dguv.de/data?name=016130
16160;420-04-2;;615-013-00-2;206-992-3;;Cyanamid;"NH2CN
CH2N2";42,04;https://gestis.dguv.de/data?name=016160;https://gestis.dguv.de/data?name=016160
16170;61-82-5;;613-011-00-6;200-521-5;;Amitrol;C2H4N4;84,08;https://gestis.dguv.de/data?name=016170;https://gestis.dguv.de/data?name=016170
16180;17687-37-5;124-47-0;;241-672-7;204-703-5;Harnstoffnitrat;CH5N3O4;123,07;https://gestis.dguv.de/data?name=016180;https://gestis.dguv.de/data?name=016180
16190;119-47-1;;;204-327-1;;2,2'-Methylenbis(4-methyl-6-tert-butylphenol);C23H32O2;340,51;https://gestis.dguv.de/data?name=016190;https://gestis.dguv.de/data?name=016190
16200;4066-02-8;;;223-773-8;;2,2'-Methylenbis(6-cyclohexyl-p-kresol);C27H36O2;392,58;https://gestis.dguv.de/data?name=016200;https://gestis.dguv.de/data?name=016200
16210;100-41-4;;601-023-00-4;202-849-4;;Ethylbenzol;C8H10;106,17;https://gestis.dguv.de/data?name=016210;https://gestis.dguv.de/data?name=016210
16220;461-58-5;;;207-312-8;;Cyanguanidin;C2H4N4;84,08;https://gestis.dguv.de/data?name=016220;https://gestis.dguv.de/data?name=016220
16230;594-14-9;;;209-826-8;;Bisguanidiniumsulfat;C2H12N6O4S;216,22;https://gestis.dguv.de/data?name=016230;https://gestis.dguv.de/data?name=016230
16250;920-46-7;;;213-058-9;;2-Methylpropenoylchlorid;C4H5ClO;104,54;https://gestis.dguv.de/data?name=016250;https://gestis.dguv.de/data?name=016250
16270;122-39-4;;612-026-00-5;204-539-4;;Diphenylamin;C12H11N;169,23;https://gestis.dguv.de/data?name=016270;https://gestis.dguv.de/data?name=016270
16290;86-30-6;;;201-663-0;;N-Nitrosodiphenylamin;C12H10N2O;198,22;https://gestis.dguv.de/data?name=016290;https://gestis.dguv.de/data?name=016290
16300;104-94-9;;612-112-00-2;203-254-2;;4-Methoxyanilin;C7H9NO;123,15;https://gestis.dguv.de/data?name=016300;https://gestis.dguv.de/data?name=016300
16310;120-71-8;;612-209-00-X;204-419-1;;6-Methoxy-m-toluidin;C8H11NO;137,18;https://gestis.dguv.de/data?name=016310;https://gestis.dguv.de/data?name=016310
16320;95-78-3;;612-027-00-0;202-451-0;;2,5-Xylidin;C8H11N;121,18;https://gestis.dguv.de/data?name=016320;https://gestis.dguv.de/data?name=016320
16330;99-65-0;;609-004-00-2;202-776-8;;1,3-Dinitrobenzol;C6H4N2O4;168,11;https://gestis.dguv.de/data?name=016330;https://gestis.dguv.de/data?name=016330
16340;106-49-0;;612-160-00-4;203-403-1;;p-Toluidin;C7H9N;107,16;https://gestis.dguv.de/data?name=016340;https://gestis.dguv.de/data?name=016340
16360;621-08-9;;;210-668-7;;Dibenzylsulfoxid;C14H14OS;230,33;https://gestis.dguv.de/data?name=016360;https://gestis.dguv.de/data?name=016360
16390;93-67-4;;;202-266-5;;5-Chlor-2-phenoxyanilin;C12H10ClNO;219,70;https://gestis.dguv.de/data?name=016390;https://gestis.dguv.de/data?name=016390
16430;98-59-9;;;202-684-8;;Toluol-4-sulfonylchlorid;C7H7ClO2S;190,65;https://gestis.dguv.de/data?name=016430;https://gestis.dguv.de/data?name=016430
16450;2095-06-9;;;218-259-5;;N,N-Bis(2,3-epoxypropyl)anilin;C12H15NO2;205,26;https://gestis.dguv.de/data?name=016450;https://gestis.dguv.de/data?name=016450
16460;5493-45-8;;;226-826-3;;Cyclohexan-1,2-dicarbonsäurebis(2,3-epoxypropylester);C14H20O6;284,31;https://gestis.dguv.de/data?name=016460;https://gestis.dguv.de/data?name=016460
16470;1675-54-3;;603-073-00-2;216-823-5;;2,2-Bis(4-(glycidyloxy)phenyl)propan;C21H24O4;340,42;https://gestis.dguv.de/data?name=016470;https://gestis.dguv.de/data?name=016470
16480;133-49-3;;;205-107-8;;Pentachlorbenzolthiol;C6HCl5S;282,38;https://gestis.dguv.de/data?name=016480;https://gestis.dguv.de/data?name=016480
16490;87-02-5;;;201-718-9;;7-Amino-4-hydroxynaphthalin-2-sulfonsäure;C10H9NO4S;239,25;https://gestis.dguv.de/data?name=016490;https://gestis.dguv.de/data?name=016490
16500;119-42-6;;;204-322-4;;2-Cyclohexylphenol;C12H16O;176,26;https://gestis.dguv.de/data?name=016500;https://gestis.dguv.de/data?name=016500
16520;78-81-9;;;201-145-4;;Isobutylamin;C4H11N;73,14;https://gestis.dguv.de/data?name=016520;https://gestis.dguv.de/data?name=016520
16540;88-18-6;;;201-807-2;;2-tert-Butylphenol;C10H14O;150,22;https://gestis.dguv.de/data?name=016540;https://gestis.dguv.de/data?name=016540
16550;100-46-9;;612-047-00-X;202-854-1;;Benzylamin;C7H9N;107,16;https://gestis.dguv.de/data?name=016550;https://gestis.dguv.de/data?name=016550
16560;103-83-3;;612-074-00-7;203-149-1;;Benzyldimethylamin;C9H13N;135,21;https://gestis.dguv.de/data?name=016560;https://gestis.dguv.de/data?name=016560
16570;128-39-2;;;204-884-0;;2,6-Di-tert-butylphenol;C14H22O;206,33;https://gestis.dguv.de/data?name=016570;https://gestis.dguv.de/data?name=016570
16580;5459-93-8;;;226-733-8;;Cyclohexyl(ethyl)amin;C8H17N;127,23;https://gestis.dguv.de/data?name=016580;https://gestis.dguv.de/data?name=016580
16600;104-19-8;;;203-183-7;;1-(Dimethylaminoethyl)-4-methylpiperazin;C9H21N3;171,28;https://gestis.dguv.de/data?name=016600;https://gestis.dguv.de/data?name=016600
16610;3030-47-5;;612-109-00-6;221-201-1;;Bis(2-dimethylaminoethyl)methylamin;C9H23N3;173,30;https://gestis.dguv.de/data?name=016610;https://gestis.dguv.de/data?name=016610
16640;24544-04-5;;;246-305-4;;2,6-Diisopropylanilin;C12H19N;177,29;https://gestis.dguv.de/data?name=016640;https://gestis.dguv.de/data?name=016640
16650;24549-06-2;;;246-309-6;;6-Ethyl-2-toluidin;C9H13N;135,21;https://gestis.dguv.de/data?name=016650;https://gestis.dguv.de/data?name=016650
16660;6396-93-6;;;229-007-9;;3-Methyl-1-phenethylbutylamin;C13H21N;191,31;https://gestis.dguv.de/data?name=016660;https://gestis.dguv.de/data?name=016660
16670;24544-08-9;;;246-307-5;;2,6-Diethyl-p-toluidin;C11H17N;163,26;https://gestis.dguv.de/data?name=016670;https://gestis.dguv.de/data?name=016670
16680;98-54-4;;604-090-00-8;202-679-0;;4-tert-Butylphenol;C10H14O;150,22;https://gestis.dguv.de/data?name=016680;https://gestis.dguv.de/data?name=016680
16690;108-45-2;;612-147-00-3;203-584-7;;m-Phenylendiamin;C6H8N2;108,14;https://gestis.dguv.de/data?name=016690;https://gestis.dguv.de/data?name=016690
16700;1738-25-6;;;217-090-4;;3-(Dimethylamino)propionitril;C5H10N2;98,15;https://gestis.dguv.de/data?name=016700;https://gestis.dguv.de/data?name=016700
16740;80-09-1;;;201-250-5;;4,4'-Sulfonyldiphenol;C12H10O4S;250,26;https://gestis.dguv.de/data?name=016740;https://gestis.dguv.de/data?name=016740
16770;96-29-7;;616-014-00-0;202-496-6;;2-Butanonoxim;C4H9NO;87,12;https://gestis.dguv.de/data?name=016770;https://gestis.dguv.de/data?name=016770
16790;89-87-2;;;201-947-4;;4-Nitro-m-xylol;C8H9NO2;151,17;https://gestis.dguv.de/data?name=016790;https://gestis.dguv.de/data?name=016790
16800;91-23-6;;609-047-00-7;202-052-1;;2-Nitroanisol;C7H7NO3;153,14;https://gestis.dguv.de/data?name=016800;https://gestis.dguv.de/data?name=016800
16810;98-52-2;;;202-676-4;;4-tert-Butylcyclohexanol;C10H20O;156,27;https://gestis.dguv.de/data?name=016810;https://gestis.dguv.de/data?name=016810
16830;121-69-7;;612-016-00-0;204-493-5;;N,N-Dimethylanilin;C8H11N;121,18;https://gestis.dguv.de/data?name=016830;https://gestis.dguv.de/data?name=016830
16840;98-94-2;;;202-715-5;;Cyclohexyldimethylamin;C8H17N;127,23;https://gestis.dguv.de/data?name=016840;https://gestis.dguv.de/data?name=016840
16850;95-20-5;;;202-398-3;;2-Methylindol;C9H9N;131,18;https://gestis.dguv.de/data?name=016850;https://gestis.dguv.de/data?name=016850
16860;6872-06-6;;;229-971-0;;2-Methylindolin;C9H11N;133,19;https://gestis.dguv.de/data?name=016860;https://gestis.dguv.de/data?name=016860
16870;91-66-7;;612-054-00-8;202-088-8;;N,N-Diethylanilin;C10H15N;149,24;https://gestis.dguv.de/data?name=016870;https://gestis.dguv.de/data?name=016870
16880;103-69-5;;612-053-00-2;203-135-5;;N-Ethylanilin;C8H11N;121,18;https://gestis.dguv.de/data?name=016880;https://gestis.dguv.de/data?name=016880
16890;106-50-3;;612-028-00-6;203-404-7;;p-Phenylendiamin;C6H8N2;108,14;https://gestis.dguv.de/data?name=016890;https://gestis.dguv.de/data?name=016890
16900;91-65-6;;;202-087-2;;Cyclohexyldiethylamin;C10H21N;155,29;https://gestis.dguv.de/data?name=016900;https://gestis.dguv.de/data?name=016900
16910;3114-70-3;;;221-483-6;;Cyclohexan-1,4-diamin;C6H14N2;114,19;https://gestis.dguv.de/data?name=016910;https://gestis.dguv.de/data?name=016910
16920;134-32-7;;612-020-00-2;205-138-7;;1-Naphthylamin;C10H9N;143,19;https://gestis.dguv.de/data?name=016920;https://gestis.dguv.de/data?name=016920
16930;60-09-3;;611-008-00-4;200-453-6;;4-Aminoazobenzol;C12H11N3;197,24;https://gestis.dguv.de/data?name=016930;https://gestis.dguv.de/data?name=016930
16940;1300-73-8;;612-027-00-0;215-091-4;;Xylidin, Isomere;C8H11N;121,18;https://gestis.dguv.de/data?name=016940;https://gestis.dguv.de/data?name=016940
16960;1131-60-8;;;214-465-4;;4-Cyclohexylphenol;C12H16O;176,26;https://gestis.dguv.de/data?name=016960;https://gestis.dguv.de/data?name=016960
